context,question,answer
"Luật Trồng trọt, Điều 1: Bảo vệ môi trường trong canh tác","Tổ chức, cá nhân không cần thông báo cho Ủy ban nhân dân cấp xã nếu phát hiện dấu hiệu ô nhiễm môi trường không ảnh hưởng đến canh tác đúng hay sai?",Sai
Luật Cư trú - Điều khoản thi hành (Điều 1),Luật Cư trú có hiệu lực thi hành từ ngày 01 tháng 7 năm 2021 đúng hay sai?,Đúng
"Luật Giáo dục, Điều 24: Trường chuyên, trường năng khiếu... Nhà nước ưu tiên bố trí giáo viên... Bộ trưởng Bộ Giáo dục và Đào tạo, Bộ trưởng Bộ Lao động - Thương binh và Xã hội, trong phạm vi nhiệm vụ, quyền hạn của mình, quy định chương trình giáo dục nâng cao...",Một trường năng khiếu tự xây dựng chương trình giáo dục nâng cao mà không xin phép Bộ trưởng Bộ Giáo dục và Đào tạo thì hành vi này đúng hay sai?,Sai
Luật Trồng trọt - Trách nhiệm của Ủy ban nhân dân các cấp,Ủy ban nhân dân cấp huyện có trách nhiệm ban hành kế hoạch chuyển đổi cơ cấu cây trồng phù hợp với địa phương đúng hay sai?,Sai
Luật Bảo vệ môi trường - Hệ thống quan trắc môi trường,"Hệ thống quan trắc môi trường quốc gia bao gồm các trạm, vị trí quan trắc môi trường nền và môi trường tác động phục vụ việc quan trắc, cung cấp thông tin chất lượng môi trường nền và môi trường tác động tại các khu vực có tính chất liên vùng, liên tỉnh, xuyên biên giới đúng hay sai?",Đúng
"Luật Tố tụng hành chính - Thủ tục nhận và xem xét đơn đề nghị, thông báo, kiến nghị xem xét bản án, quyết định của Tòa án đã có hiệu lực pháp luật theo thủ tục giám đốc thẩm","Tòa án, Viện kiểm sát phải ghi vào sổ nhận đơn và cấp giấy xác nhận đã nhận đơn cho đương sự khi nhận đơn đề nghị trực tiếp hoặc qua bưu chính. đúng hay sai?",Đúng
Luật Viễn thông - Phí quyền hoạt động viễn thông,"Phí quyền hoạt động viễn thông là khoản tiền mà tổ chức, doanh nghiệp hoạt động viễn thông trả cho Nhà nước để được quyền thiết lập mạng, cung cấp dịch vụ viễn thông. đúng hay sai?",Đúng
"Luật Hôn nhân và gia đình: Giao dịch liên quan đến nhà là nơi ở duy nhất của vợ chồng... phải có sự thỏa thuận của vợ chồng. Trong trường hợp nhà ở thuộc sở hữu riêng của vợ hoặc chồng thì chủ sở hữu có quyền xác lập, thực hiện, chấm dứt giao dịch liên quan đến tài sản đó nhưng phải bảo đảm chỗ ở cho vợ chồng.",Việc xác lập giao dịch liên quan đến nhà ở duy nhất của vợ chồng phải có sự thỏa thuận của vợ chồng đúng hay sai?,Đúng
Luật Trọng tài thương mại - Gửi thông báo và trình tự gửi thông báo,"Thời hạn nhận thông báo, tài liệu được tính kể từ ngày tiếp theo ngày được coi là đã nhận thông báo, tài liệu, kể cả khi ngày tiếp theo là ngày lễ hay ngày nghỉ đúng hay sai?",Sai
Luật Bảo vệ môi trường - Trách nhiệm của cơ quan cấp giấy phép môi trường,Cơ quan cấp giấy phép môi trường phải công khai toàn bộ thông tin giấy phép trên cổng thông tin điện tử đúng hay sai?,Sai
"Luật Giáo dục
Hiệu lực thi hành
1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2020.
2. Luật Giáo dục số 38/2005/QH11 đã được sửa đổi, bổ sung một số điều theo Luật số 44/2009/QH12, Luật số 74/2014/QH13 và Luật số 97/2015/QH13 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ trường hợp quy định tại Điều 115 của Luật này.",Luật Giáo dục số 38/2005/QH11 hết hiệu lực kể từ ngày 01 tháng 7 năm 2020 đúng hay sai?,Sai
"Hiến pháp
1. Chính quyền địa phương tổ chức và bảo đảm việc thi hành Hiến pháp và pháp luật tại địa phương; quyết định các vấn đề của địa phương do luật định; chịu sự kiểm tra, giám sát của cơ quan nhà nước cấp trên.
2. Nhiệm vụ, quyền hạn của chính quyền địa phương được xác định trên cơ sở phân định thẩm quyền giữa các cơ quan nhà nước ở trung ương và địa phương và của mỗi cấp chính quyền địa phương.
3. Trong trường hợp cần thiết, chính quyền địa phương được giao thực hiện một số nhiệm vụ của cơ quan nhà nước cấp trên với các điều kiện bảo đảm thực hiện nhiệm vụ đó.",Chính quyền địa phương có thể được giao thực hiện một số nhiệm vụ của cơ quan nhà nước cấp trên mà không cần điều kiện cụ thể đúng hay sai?,Sai
"Luật Giá - Mục đích, yêu cầu kiểm tra yếu tố hình thành giá","Việc kiểm tra yếu tố hình thành giá được thực hiện khi giá hàng hóa, dịch vụ bình ổn có biến động bất thường, ảnh hưởng đến kinh tế - xã hội, hoạt động sản xuất, kinh doanh, đời sống người dân, mặt bằng giá thị trường và do sự cạnh tranh thị trường gây ra đúng hay sai?",Sai
"Luật Khám bệnh, chữa bệnh - Điều 25: Hội chẩn",Việc hội chẩn được thực hiện khi bệnh vượt quá khả năng chẩn đoán và điều trị của người hành nghề đúng hay sai?,Đúng
"Luật Hôn nhân và gia đình: Tài sản chung được đưa vào kinh doanh
Trong trường hợp vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh thì người này có quyền tự mình thực hiện giao dịch liên quan đến tài sản chung đó. Thỏa thuận này phải lập thành văn bản.",Nếu vợ chồng không lập thỏa thuận bằng văn bản thì người đưa tài sản chung vào kinh doanh vẫn có quyền tự mình thực hiện giao dịch đúng hay sai?,Sai
"Luật Bảo vệ môi trường: Kiểm toán môi trường là việc xem xét, đánh giá có hệ thống, toàn diện hiệu quả quản lý môi trường, kiểm soát ô nhiễm của cơ sở sản xuất, kinh doanh, dịch vụ. Nội dung chính của kiểm toán môi trường đối với cơ sở sản xuất, kinh doanh, dịch vụ bao gồm: a) Việc sử dụng năng lượng, hóa chất, nguyên liệu, phế liệu nhập khẩu từ nước ngoài làm nguyên liệu sản xuất; b) Kiểm soát ô nhiễm và quản lý chất thải. Khuyến khích cơ sở sản xuất, kinh doanh, dịch vụ tự thực hiện kiểm toán môi trường. Bộ trưởng Bộ Tài nguyên và Môi trường hướng dẫn kỹ thuật hoạt động tự kiểm toán môi trường của cơ sở sản xuất, kinh doanh, dịch vụ.","Kiểm toán môi trường là việc xem xét, đánh giá có hệ thống, toàn diện hiệu quả quản lý môi trường, kiểm soát ô nhiễm của cơ sở sản xuất, kinh doanh, dịch vụ. đúng hay sai?",Đúng
"Luật Tố tụng hành chính, Điều 150: 'Thời hạn mở phiên tòa... không quá 30 ngày.'","Nếu có lý do chính đáng, thời hạn mở phiên tòa có thể kéo dài đến 45 ngày đúng hay sai?",Sai
"Luật Tố tụng hành chính: Xử lý hành vi cản trở đại diện của cơ quan, tổ chức, cá nhân tham gia tố tụng theo yêu cầu của Tòa án. Người có hành vi đe dọa, hành hung hoặc lợi dụng sự lệ thuộc nhằm cản trở đại diện của cơ quan, tổ chức, cá nhân đến phiên tòa, phiên họp theo triệu tập của Tòa án thì tùy theo tính chất, mức độ vi phạm mà bị xử phạt vi phạm hành chính hoặc bị truy cứu trách nhiệm hình sự theo quy định của pháp luật.",Người cản trở đại diện tham gia tố tụng chỉ bị xử lý nếu hành vi đó xảy ra trong phiên tòa. đúng hay sai?,Sai
"Bộ luật dân sự, Chấm dứt nghĩa vụ khi bên có quyền là cá nhân chết hoặc pháp nhân chấm dứt tồn tại. Khi các bên có thoả thuận hoặc pháp luật có quy định về việc nghĩa vụ được thực hiện chỉ dành cho cá nhân hoặc pháp nhân là bên có quyền mà cá nhân chết hoặc pháp nhân chấm dứt tồn tại thì nghĩa vụ cũng chấm dứt.","Nếu pháp nhân chấm dứt tồn tại nhưng có người kế thừa quyền lợi, nghĩa vụ vẫn tiếp tục đúng hay sai?",Sai
"Luật Bảo vệ môi trường: Phát triển ngành công nghiệp môi trường
1. Công nghiệp môi trường là ngành kinh tế trong hệ thống ngành kinh tế Việt Nam cung cấp công nghệ, thiết bị và sản phẩm phục vụ yêu cầu về bảo vệ môi trường.
2. Nhà nước đầu tư và có chính sách hỗ trợ tổ chức, cá nhân phát triển công nghiệp môi trường, thực hiện lộ trình mở cửa thị trường hàng hóa môi trường phù hợp với cam kết quốc tế.
3. Chính phủ quy định chi tiết Điều này.","Nhà nước chỉ hỗ trợ phát triển công nghiệp môi trường trong phạm vi nội địa, không bao gồm hoạt động xuất khẩu hàng hóa môi trường đúng hay sai?",Sai
"Hiến pháp
1. Hội đồng quốc phòng và an ninh gồm Chủ tịch, Phó Chủ tịch và các Ủy viên. Danh sách thành viên Hội đồng quốc phòng và an ninh do Chủ tịch nước trình Quốc hội phê chuẩn.
Hội đồng quốc phòng và an ninh làm việc theo chế độ tập thể và quyết định theo đa số.
2. Hội đồng quốc phòng và an ninh trình Quốc hội quyết định tình trạng chiến tranh, trường hợp Quốc hội không thể họp được thì trình Ủy ban thường vụ Quốc hội quyết định; động viên mọi lực lượng và khả năng của đất nước để bảo vệ Tổ quốc; thực hiện những nhiệm vụ, quyền hạn đặc biệt do Quốc hội giao trong trường hợp có chiến tranh; quyết định việc lực lượng vũ trang nhân dân tham gia hoạt động góp phần bảo vệ hòa bình ở khu vực và trên thế giới.",Hội đồng quốc phòng và an ninh có thẩm quyền tuyên chiến và quyết định tình trạng chiến tranh mà không cần Quốc hội thông qua đúng hay sai?,Sai
"Luật Tố tụng hành chính, Quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời, Tòa án cấp phúc thẩm có quyền quyết định áp dụng, thay đổi, hủy bỏ biện pháp khẩn cấp tạm thời theo quy định tại Chương V của Luật này.","Tòa án cấp phúc thẩm chỉ có quyền áp dụng biện pháp khẩn cấp tạm thời, không được thay đổi hoặc hủy bỏ đúng hay sai?",Sai
"Luật Giao dịch điện tử, Điều 11 về trách nhiệm của chủ quản hệ thống thông tin phục vụ giao dịch điện tử","Nếu một nền tảng số trung gian quy mô rất lớn không cho phép người dùng tháo gỡ cài đặt ứng dụng, thì hành vi này có vi phạm quy định pháp luật không đúng hay sai?",Sai
